,de,mscs,mrmscs,keyword_mscs,refs_mscs,nDCG_mrmscs,nDCG_keywords,nDCG_refs,nDCG_keywords_and_refs,nDCG_keywords_or_refs
3498,6481985,"['11M06', '11M26', '11M36', '11M41']","['11M06', '11M26', '11M36', '11M41']","['11M06', '11M26', '11N37', '11M41', '11K99', '11M35', '11M99', '11Y35', '30E10', '60F05']","['11F30', '11F66', '11F70', '22E55', '11M41', '14H52', '14G40', '14G10', '14H05', '11G05']",1.0,0.8433846979999198,0.12117413846923314,0.3132306040001605,0.32353203483529974
3499,6481989,"['53B10', '53C24', '53C28', '53B20']","['53A20', '53C24', '53C28']","['53B10', '53B05', '34A26', '58A10', '30F35', '57M20', '53A30', '14H15', '53A20', '53C20']","['53C10', '53B05', '32L25', '53B10', '58D17', '53B20', '53C55', '53C15', '53C29', '53A55']",0.5518683175858005,0.3132306040001605,0.2464760707810831,0.3132306040001605,0.17071783685262007
3500,6481992,"['41A21', '30K05', '41A10']","['41A21', '30E10', '30K05', '41A10']","['41A21', '11J82', '34A45', '34A34', '65L05', '44A10', '11J91', '30E10', '11J04', '65R20']","['46G25', '46G20', '46J10', '26A27', '46E15', '93C05', '46E30', '41A50', '54H20', '93B27']",0.8800869674170632,0.36207489823929484,0.0,0.0,0.18103744911964742
3501,6481994,"['53C21', '58E11', '32Q20', '49R05']","['53C25', '53C21', '58J50']","['14M15', '20G10', '20G05', '53C30', '53C55', '14L35', '14N15', '32M10', '53C25', '32Q20']","['53C30', '53C25', '53C55', '53C20', '53A40', '53C35', '32Q15', '32M15', '58C40', '53-02']",0.1976265077928601,0.09054395014275352,0.0,0.0,0.08017388670986658
3502,6481997,"['58J53', '30F35', '30F40']",['58J53'],"['58J50', '58J53', '53C20', '20H15', '58J60', '58C40', '57M50', '11F72', '11M38', '22E45']","['30F40', '57M99', '57M50', '57M27', '11Y40', '11R16', '20F55', '22E40', '58C40', '57N10']",0.36207489823929484,0.22844382632052884,0.36207489823929484,0.0,0.28491085196271615
3503,6482007,"['54B20', '54C25', '54D15', '54D20']","['54B20', '54C25', '54D15', '54D20']","['54B20', '54C35', '54C65', '54E35', '54B05', '54C25', '54E05', '54E15', '54F05', '54G12']","['54D20', '54J05', '54B20', '52-02', '54-02', '54C60', '54C65', '54E35', '54E15', '54E05']",1.0,0.5363805887342484,0.4698459060002408,0.1976265077928601,0.32942912464289525
3504,6482009,"['53C42', '53C55', '53C26']","['53C42', '53C55']","['53B25', '53C26', '53C42', '53C30', '58E20', '53C40', '53C55', '53C20', '53C28', '53C25']","['58E20', '53C40', '53C42', '53B35', '14M15', '58B20', '53C22', '53C55', '58C10', '53A20']",0.8189625508803525,0.6508645409330394,0.40948127544017626,0.6739492401162419,0.6793082293356171
3505,6482010,['33C45'],['33C45'],"['33C45', '42C05', '47J25', '65J15', '05A15', '33D45', '11B39', '05A19', '11B68', '45G10']","['42C05', '33C45', '33-02', '33-03', '34B24', '34B40', '44A55', '33C47', '33F05', '33C90']",1.0,1.0,0.6309297535714575,0.6309297535714575,0.3333333333333333
3506,6482012,"['53C15', '53D10', '53C50', '53C25']","['53D10', '53C15', '53C50']","['53C15', '53C25', '53D10', '58E20', '53C20', '53C35', '53C56', '58A32']","['53D10', '53C15', '53C25', '53C07', '53B20', '53A55', '53-02', '53D25', '57R17', '53C55']",0.9807030177932614,0.8240877157931812,0.9807030177932614,0.9807030177932614,0.9042616025030477
3507,6482019,"['53D18', '22F30', '22F50', '53B30', '53B35', '53C15', '53C56', '53D05']","['53C15', '53B30', '53B35', '53C56', '53D05']","['53D18', '53D05', '53C28', '53D17', '53C15', '53C56', '53B35', '53C26', '17B63', '32L05']","['53C15', '53C30', '53C50', '17B60', '53C56', '32M10', '53C26', '53C55', '53C25', '53C80']",0.6431512966458989,0.5905519730608927,0.3025160415210037,0.3271969886886231,0.6025731951537172
3508,6482020,"['20E45', '20D60', '20D40', '20D20', '20D15']","['20D15', '20E45']","['20D10', '20D60', '20D20', '20C05', '20C15', '20D40', '20C20', '20D25', '20D30', '20D15']","['20E45', '20D20', '20D60', '20D15', '20D05', '20D10', '20C15', '20D45', '20D30', '20-02']",0.45564475157312007,0.672497905744629,0.8553433060064617,0.7979594531041675,0.5330809204048924
3509,6477552,['90C29'],['90C29'],"['90B50', '90C29', '90B80', '90C59', '90C10', '90C99', '90C05', '49N15', '90C31', '03E72']","['90C30', '90C25', '52A20', '90C29', '90-01', '90-02', '90C31', '90C59', '90B50', '90C05']",1.0,0.6309297535714575,0.43067655807339306,1.0,1.0
3510,6477558,"['60J75', '60J35', '60G52', '47D07', '47G20']","['60J35', '47D07', '47G20', '60J75']","['31C25', '60J60', '60J25', '60J35', '60J45', '60J75', '28A80', '60F10', '60H07', '58J65']","['60J35', '60J75', '45K05', '31B05', '60J50', '31B25', '60B15', '47G10', '31C25', '31C05']",0.9950319561691482,0.3401587105066711,0.7350220518984933,0.6319122028208669,0.21286204901730563
3511,6477559,"['81T10', '81V17', '83C45', '35J08', '35K08', '60J65', '82B20', '82C20', '81T30']","['60J65', '60J55', '60J60', '60J70', '60J80', '60K40', '81T40']","['60J65', '58J65', '60H10', '60J60', '60G15', '60J55', '60J45', '60G50', '65C30', '60F10']","['60G57', '60H25', '60G15', '83C45', '37D45', '60K40', '81V17', '28C10', '60G18', '60J60']",0.20469051318514567,0.20469051318514567,0.22461574781228544,0.0,0.24731918493273947
3512,6477560,"['32A37', '30H20', '32A15']","['32A37', '30H20']","['47B35', '32A25', '30H20', '47A45', '46L52', '47A20', '46T25', '46L07', '32A36', '46E15']","['46E35', '35J10', '26A33', '47B33', '46E20', '32A36', '47B10', '46E15', '32A37', '30H20']",0.8189625508803525,0.36207489823929484,0.31832164019422876,0.4568876526410577,0.33829991617145994
3513,6477561,"['47A07', '47D07', '60K35', '60J35']","['47D07', '60J35']","['60F05', '47J25', '60F17', '47H09', '60B10', '62E20', '47H10', '60G50', '65C30', '60H35']","['47D07', '60J60', '60J65', '31C25', '00-02', '60Jxx', '60-02', '60B10', '60F05', '60K35']",0.8240877157931812,0.0,0.7170051581430745,0.0,0.26483906652036127
3514,6477565,"['46E35', '47A07', '46N20', '35J25']","['47A07', '46E35']","['35J25', '58J50', '35J05', '35S15', '31B20', '31B10', '35P20', '53C44', '58J35', '47F05']","['47F05', '35J99', '47D06', '47B65', '47A35', '47-06', '35J25', '35J05', '35J20', '31B20']",0.8240877157931812,0.3132306040001605,0.10441020133338684,0.13490107841403912,0.07663203707665865
3515,6477577,"['57T15', '32Q57', '53C55']","['57T15', '17B30', '32Q57', '53C55']","['32C35', '32J18', '32J27', '53D05', '53D18', '32L20', '32C38', '32E10', '32J15', '57T15']","['32J27', '32J18', '53C55', '53C15', '17B30', '32M10', '57T15', '32G05', '32C36', '32C35']",0.8800869674170632,0.10466311757360869,0.301729081866079,0.22844382632052884,0.3211198021070737
3516,6477578,"['22E50', '11F70', '22E35']","['22E50', '11F70']","['22E50', '11F33', '11F70', '11F85', '22E46', '46F05', '81R10', '17B37', '17B10', '16R30']","['22E50', '22E55', '11F66', '11F37', '11F70', '58C40', '11F67', '11F75', '20G05', '20G40']",0.8189625508803525,0.7241497964785897,0.6422142798653592,0.8189625508803525,0.26831776896834364
3517,6477580,"['53C20', '53C22']","['53C20', '53C22']","['53C22', '58E10', '53C50', '53C20', '58B20', '53C17', '58E05', '83C10', '53C25', '53B25']","['53-02', '52-02', '53Cxx', '52Axx', '53C20', '53C30', '58E10', '55Q05', '49Q15', '53C22']",1.0,1.0746364000051092,0.4266323601545183,1.0,0.34053315512962695
3518,6477581,"['20C20', '20C05']","['20C20', '20C05']","['20D10', '20D60', '20D20', '20C05', '20C15', '20D40', '20C20', '20D25', '20D30', '20D15']","['20D20', '20-01', '20C20', '20J06', '20C05', '16-01', '16G70', '20-02', '19A22', '20J05']",1.0,0.5281877347851709,0.5631232224843064,1.1631711630466106,0.4130834991267926
3519,6477612,"['35Q05', '35Q35', '47H99', '58C40', '58C99', '76E99', '37K65']","['58D05', '35Q05', '35Q35', '37K65', '47H99', '53D05']","['58D05', '58B20', '22E65', '35Q31', '57S05', '35Q53', '58D15', '35Q35', '37K65', '57R50']","['76-02', '76B47', '76W05', '58D30', '76A02', '58D05', '53C22', '53D05', '53D25', '53D35']",0.573553435424838,0.218312289443615,0.0,0.0,0.18246798528644556
3520,6477615,"['53D05', '53C30', '53C28']","['53C28', '22E46', '53C30']","['53D05', '53C28', '14T05', '14D22', '53D35', '53D50', '37J99']","['53C15', '53C25', '53C30', '53-02', '53C55', '58J60', '53C20', '53D20', '53D05', '22-01']",0.7241497964785897,0.5905187245598237,0.4710703032863062,0.36207489823929484,0.5418462615623917
3521,6477677,"['05C69', '05C76', '05C30', '05C85', '05D15', '68Q25']","['05C85', '05C30', '05C69', '05C76']","['05C10', '05C30', '05C25', '05C70', '05C60', '05C99', '05C05', '05C45', '05C38', '05C50']","['68R10', '05C30', '05C05', '05C65', '05C70', '05C75', '05C85', '05C40', '05C69', '68Q25']",0.7603124976331129,0.16031364602041406,0.39494853774726124,0.12704555864812084,0.5755908503533468
3522,6477731,"['81T05', '81T28', '81T40', '81T60', '46L30', '81R10']","['81T05', '46L60', '81T40', '81T60']","['81T60', '37K10', '58A50', '53C80', '81T13', '35Q53', '81T40', '53Z05', '17B70', '68W30']","['46L30', '46L40', '46L05', '46N99', '60K35', '82B20', '46L60', '82B10', '46-02', '46N55']",0.4905677637785307,0.3387881563949889,0.2540911172962417,0.0,0.206670925471241
3523,6478318,"['30C65', '30D99']",['30C65'],"['30C62', '30C65', '30C55', '31B05', '31B25', '37F10', '30D05', '35J25', '35A22', '30C35']","['30-02', '35-02', '30C62', '35J60', '30G20', '30D30', '30C65', '35B99', '31C45', '57P99']",0.44211410869774026,0.27894294565112987,0.14737136956591343,0.27894294565112987,0.11316265400282567
3524,6478583,"['20M18', '20M20', '20M30']","['20M18', '20M30']","['20M18', '20M05', '20M10', '20M50', '18B40', '20M15', '20M20', '20M17', '20M07', '20M25']","['20M20', '20M30', '20M10', '20M18', '20M15', '20-02', '06F05', '08A05', '53C20', '53C10']",0.5905187245598237,0.603458163732158,1.1085307937375921,0.5180120691777684,0.5668155359593829
3525,6478584,"['14D06', '14C20', '14N05', '51N35']","['14D06', '14C20', '14N05']","['14F05', '14F22', '11E88', '14D06', '14J10', '14M15', '11E04', '12G05', '11E08', '11E81']","['14J26', '14F20', '14F05', '14J60', '14N05', '14C20', '14J30', '14M05', '14M25', '14T05']",0.8650989215859609,0.13490107841403912,0.34432412320332106,0.0,0.5487240290639326
3526,6478591,"['51E24', '17B05']","['17B20', '51A45', '51E24']","['17B10', '22E46', '17B05', '17B35', '22E60', '17B40', '22E65', '22E30', '17B56', '43A80']","['51A45', '51A50', '20D06', '51E24', '17B20', '17B50', '17B05', '51E25', '57S17', '22-XX']",0.22105705434887013,0.44211410869774026,0.4851509217414556,0.8842282173954805,0.3541249460490514
3527,6478593,"['05C25', '05C60', '20B25']","['05C25', '20B25']","['05C25', '20B25', '05E15', '05E18', '20D06', '20F29', '20F05', '20F19', '20D60']","['05C25', '20B25', '20E08', '20B05', '20B10', '20B20', '20B15', '20D05', '20-XX', '20C25']",0.5905187245598237,0.5905187245598237,0.5905187245598237,0.5905187245598237,0.1929452559358366
3528,6478594,"['14E15', '14B05', '13H15', '13B22', '13A30']","['14E15', '13A30']","['34B15', '13H15', '34B18', '35J20', '35J65', '13H10', '34C25', '58E05', '35J60', '35J25']","['13H10', '14E15', '14B25', '14J17', '14E99', '13A30', '13B22', '13H15', '14B05', '13N15']",0.45564475157312007,0.17626745124774681,0.6252450409486027,0.2793773003253732,0.6246821794288702
3529,6478595,"['16T05', '16S40', '16T10']","['16Y99', '16S40']","['16W30', '17B37', '16R50', '16R10', '16W50', '16T10', '16D70', '15A75', '16S35', '16S80']","['17B37', '16T20', '81T40', '22E65', '17B68', '81R10', '81R50', '17A30', '16E40', '16S80']",0.4568876526410577,0.1289736810242426,0.0,0.0,0.18103744911964742
3530,6478597,"['19A22', '20C05', '20C15']",['19A22'],"['22D12', '22E46', '19A22', '13A50', '52B05', '52B20', '43A65', '43A05', '43A40', '57M60']","['20C15', '19A22', '20C05', '16E05', '16S34', '20C20', '19-02', '20C99', '16U99', '16Y99']",0.36207489823929484,0.18103744911964742,0.9525936227991185,0.36207489823929484,0.37821562787272495
3531,6478599,"['20M25', '16H10', '16U30', '20L05', '20M05', '20M13']","['20M13', '16H10', '16U30', '20M25']","['20M14', '20M05', '20M13', '13A05', '13F05', '11R27', '11B75', '13F15', '20D60', '20K01']","['20M13', '15A23', '15B33', '16D70', '13C10', '13C13', '13H10', '13A05', '20M14', '11A51']",0.8111950558193589,0.28735920466853493,0.2540911172962417,0.16031364602041406,0.22535030652527926
3532,6478603,"['33E30', '11G32', '14H57', '34M03', '33C05', '57M12', '14-04']","['14H30', '11G32', '14H57', '33C05', '33E30', '57M12']","['34M55', '11G32', '30E10', '34M50', '14H25', '14H30', '14H52', '14N10', '11R32']","['14H57', '05C25', '14H30', '14E20', '14H10', '14D20', '14H25', '14D05', '33C05', '11J91']",0.6876656391756346,0.29559156196022346,0.3047672790817774,0.0,0.3280206928336812
3533,6478604,"['13F20', '11C08', '11C20']","['13F20', '11C08', '13F30']","['13F20', '11C08', '13B25', '13F05', '13F25', '13J10', '16S50', '12J10', '12J25', '11R09']","['13-02', '13F20', '11C08', '11C20', '13G05', '13B25', '13J10', '16S50', '16H10', '16S36']",0.8189625508803525,0.8189625508803525,0.7464558954982972,0.9525936227991185,0.5391106122010964
3534,6482491,"['35Q56', '46N20', '49K20']","['82D55', '35J50', '35Q56']","['82D55', '35Q55', '49K20', '35J50', '46E35', '76B47', '37K40', '35Q56', '35J66', '35J48']","['82D55', '35B40', '35B25', '35J60', '35J20', '58E50', '49S05', '58E30', '70G75', '35P15']",0.18103744911964742,0.29525936227991184,0.0,0.0,0.21522015182146642
3535,6482499,"['35Q35', '76A15', '35B65', '35D30', '35B50', '35D35']","['35Q35', '35B65', '35D30', '35D35', '35Q30', '76D05']",[],"['46-01', '47-01', '46B07', '46B20', '46A22', '46B10', '46L05', '47H10', '47H09', '74-XX']",0.6508814097989448,0.0,0.0,0.0,0.0
3536,6482858,['47G30'],['47G30'],"['47G30', '35S05', '58J40', '42B20', '46E35', '47L80', '58J42', '42B35', '47B35', '35P20']","['35S05', '35Q40', '47G30', '65H10', '81-02', '81Q30', '81T08', '81T60', '81S10', '58C50']",1.0,1.0,0.5,0.6309297535714575,0.27894294565112987
3537,6482861,"['46B28', '46M05', '46B50', '47L20']","['46B28', '46B20', '46B25', '46B50', '47B10', '47L20']","['20G05', '20C30', '15A69', '05E10', '16T05', '16W30', '20C05', '20C20', '46B28', '16S34']","['47B07', '46B45', '47L20', '46B50', '46G20', '46G25', '46B28', '46E50', '46M05', '46B07']",0.5597066747812436,0.09429180736399453,0.5845101964754953,0.3132306040001605,0.4189246350968021
3538,6482862,"['31B10', '31B25', '31B35']","['31B10', '31B25', '31B35']","['35J25', '35J05', '42B20', '65N38', '31B10', '47G10', '35J15', '35Q35', '46E35', '31A30']","['93B05', '35B40', '35L20', '93D20', '93B07', '93C20', '35P99', '35R05', '42B37', '35L15']",1.0,0.1400696908130322,0.0,0.0,0.18103744911964742
3539,6482909,['68R15'],['68R15'],"['68R15', '68Q45', '03D25', '03D30', '06A75', '52C35', '20F55', '20E45']","['68R15', '05A05', '20M05', '20M35', '68R05', '68Q70', '20M15', '68Q45', '05B99', '05A99']",1.0,1.0,1.0,1.0,1.0
3540,6482910,"['68R15', '05A10', '11B65']",['68R15'],"['68R15', '37B10', '11B85', '05A05', '11J06', '68Q45']","['68R15', '20M05', '05A15', '20M35', '05A10', '11B85', '03D03', '68Q45', '37B10', '37B40']",0.36207489823929484,0.36207489823929484,0.6422142798653592,0.36207489823929484,0.4260962550372115
3541,6482926,"['35J05', '35B65']","['35J25', '35B65', '35J08']","['35J05', '65N30', '65N15', '65N12', '65N06', '65F10', '65N55', '35J25', '65N35', '65N22']","['35F05', '35B10', '35F15', '42B05', '47N20', '35R45', '46E35', '46J15', '46E30', '42B25']",0.5578858913022597,0.44211410869774026,0.0,0.0,0.10602447491137608
3542,6482932,"['14H60', '13A35', '14H25']","['14H60', '14G17']","['14H60', '57N15', '57Q10', '57Q12', '14L24', '14D20', '06B15', '14A20', '57N65', '19D06']","['14H60', '14D20', '14H40', '14J60']",0.36207489823929484,0.36207489823929484,0.36207489823929484,0.22844382632052884,0.18103744911964742
3543,6483691,"['82C31', '60J25', '60F10']","['60J25', '60F10', '60J60']","['60F10', '60K35', '60F05', '60G50', '60H10', '60F15', '60H15', '60K25', '60J60', '60J65']","['31-01', '31A05', '31D05', '60J45', '60-02', '60H10', '60J65', '60J60', '60G15', '60G25']",0.9525936227991185,0.36207489823929484,0.0,0.0,0.36207489823929484
3544,6483699,"['14H10', '32G15', '14C17']","['14H10', '32G15']","['14H10', '14H45', '14H15', '32G15', '32Q15', '14D20', '14H60', '14J60']","['14H10', '14H15', '32G15', '30F60', '58D27', '11M06', '11-02', '11-03', '14D21', '14H81']",0.8189625508803525,0.6739492401162419,0.7241497964785897,0.8189625508803525,0.27371342490619227
3545,6483700,"['22E40', '20H15']","['32M05', '22E40', '32M15', '32Q45']","['11H06', '22E40', '11H31', '52C07', '52C17', '22E46', '06B05', '05C99', '06D05', '52C15']","['53C24', '22E40', '22E41', '37A15', '22D40', '37D25', '14H60', '32G13', '32M15', '57R57']",0.27894294565112987,0.27894294565112987,0.27894294565112987,0.44211410869774026,0.11052852717443507
3546,6483746,"['34M55', '81T40']","['33E17', '17B68', '81R12']","['34M55', '33E17', '34M56', '34M50', '34M40', '34M35', '34M05', '34M45', '15B52', '34M60']","['81T40', '81T60', '81R10', '81T13', '14D21', '32G81', '22E70', '17B65', '58J90', '17B10']",0.0,0.44211410869774026,0.8842282173954805,0.0,0.5255921692392729
3547,6483747,"['35Q35', '35Q86', '35D30', '86A05']","['35Q86', '35B35', '35D30', '35Q30', '76B03', '86A05', '86A10']","['35Q35', '86A05', '35B65', '76U05', '76W05', '76N15', '76M99', '76B55', '76B10']","['76U05', '76-05', '86A05', '35Q35', '86A10', '76V05', '35B25', '76F02', '76B03', '76D03']",0.8946515023674453,0.5108571117930206,0.29151638041411937,0.35424180979294034,0.18905706166854486
3548,6483750,"['35Q35', '76W05', '35B65', '35D30']","['35Q35', '35B65', '35D30', '76W05', '78A25']","['35B65', '35Q30', '76D05', '35Q35', '35D30', '76N99', '35B25', '76D03', '76D07', '76W05']","['35Q35', '35D30', '35L60', '76W05', '35Q30', '35D10', '35A20', '76D05', '35B53', '35K55']",0.937274570621179,0.7503937211689399,0.7806592686210988,0.5693058208834328,0.5124453630923465
3549,6483751,"['82B23', '82C22', '82B20']","['82B23', '81R12']","['65N25', '35P15', '58J50', '34L15', '45C05', '65L15', '35P10', '34B24', '34L10', '34L99']","['82C41', '82D60', '82C24', '82D30', '60H15', '15B52', '35Q53', '58Z05', '82B10', '60J10']",0.36207489823929484,0.0,0.0,0.0,0.0
3550,6483766,"['57R17', '53D12']",['53D12'],"['53D12', '53C42', '53C40', '53D40', '37J99', '57R17', '53D45', '53C38', '53C15', '53C44']","['14J33', '53D37', '14F05', '14M25', '14J32', '14J45', '53C38', '37J99', '53D12', '58D10']",0.8842282173954805,1.041712440435473,0.2661792164485313,0.8842282173954805,0.4180673509258983
3551,6483769,"['32W10', '32V20']","['32W05', '32V20', '32W10']","['35N15', '46E35', '47G30', '47D03', '47F05', '35J10', '35Q05', '35Q75', '32W05', '32F10']","['32F10', '32N15', '32T25', '32W10', '32V99', '32V40', '32-02', '32V10', '32V25', '32V05']",0.7789429456511299,0.0,0.19040818260962875,0.0,0.22105705434887013
3552,6483946,"['11F80', '11F11', '11R39', '11F33']","['11F80', '11F11', '11F33', '11R39']","['11F70', '22E55', '11F66', '11F12', '11F11', '11F27', '11F80', '11F67', '22E50', '11F75']","['20G05', '20G40', '20C20', '11F80', '11F33', '11F85', '22E50', '22E55', '20G10', '20J06']",1.0,0.3467584782718531,0.2560752168832723,0.3132306040001605,0.47260428069962646
3553,6483948,"['34M55', '34M56', '34M35']","['34M55', '34M56']","['34M55', '81R12', '81T40', '34M40', '58J70', '35A30', '53B10', '33E17', '34M10', '30D35']","['34M55', '34M25', '34M30', '34M35', '34M15', '34A34', '34M60', '34M56', '34E05', '34B30']",0.8189625508803525,0.36207489823929484,0.7464558954982972,0.36207489823929484,0.5073277277048229
3554,6483950,"['46G20', '46B28', '46B20', '47H60']","['46G20', '32K05', '47H60']","['53C12', '57R30', '30C15', '30B10', '30E20', '33C20', '33C45', '53C05', '53C20', '11A25']","['46B10', '46G25', '46B25', '46B03', '46G20', '46B04', '46B20', '46J15', '46B45', '46-XX']",0.4698459060002408,0.0,0.22558433980261997,0.0,0.19495415147614034
3555,6483952,"['14K10', '33-00', '14J45', '14D20']","['14D20', '14J45', '32Q20']","['14J45', '14E30', '32Q20', '53C55', '14M17', '53C25', '14M22', '14J40', '14M25', '32W20']","['14J10', '14D22', '14E30', '14J30', '14J26', '14D23', '14L24', '14H10', '14D15', '14A20']",0.5108571117930206,0.3132306040001605,0.0,0.0,0.12117413846923314
3556,6483967,"['35R35', '35B65']","['35R35', '35A15', '35B65', '35J20']","['81T40', '81T10', '58E50', '35Q51', '55Q25', '49S05', '49J20', '74A99', '74E30', '53C43']","['35R35', '35J20', '35A05', '35D10', '31A05', '31A35', '31B05', '49J40', '35J85', '35B65']",0.8842282173954805,0.0,0.6977133847845405,0.0,0.42921225817405984
3557,6483969,"['20G40', '20D06', '20P05', '05C25']","['20G40', '20N99']","['20D06', '20D60', '20G40', '05C25', '20E07', '20F05', '20D05', '20E45', '20D20', '20C33']","['05C48', '05C50', '68R10', '05C99', '20G40', '20B15', '20D40', '20D25', '20D06', '60B15']",0.3132306040001605,0.9179775884144403,0.3097577531972222,0.7084836195858807,0.3590850729577085
3558,6483971,"['35Q55', '35J20', '35B09']","['35J61', '35A01', '35J20', '35Q55', '35R09', '58E30']","['58J28', '81T13', '57M25', '57M27', '81S40', '81T45', '57R56', '53D50', '57R20', '53C29']","['58E05', '35J20', '35Q55', '35B40', '81T13', '81Q05', '46E30', '28A20', '35J60', '35A15']",0.5180120691777684,0.0,0.6379251017607052,0.0,0.2878820620186054
3559,6483972,"['53C44', '76B47']","['53C44', '53A04', '65D18']","['49Q15', '32C30', '49Q05', '32M10', '57T15', '53C65']","['49Q20', '49Q15', '28A75', '49Q05']",0.44211410869774026,0.0,0.0,0.0,0.0
3560,6483974,"['35J50', '35J47', '35J20']","['35J47', '35B10', '35B50', '35J20', '35J50']","['35Q74', '35J91', '35J50', '35K58', '74E15', '35B50', '35Q55', '35J20', '35J05', '35B25']","['35J60', '35J50', '35B25', '35J47', '35J57', '35J93', '35B45', '35B53', '65P10', '65M60']",1.0201566582300954,0.29525936227991184,0.5403181681974759,0.22844382632052884,0.6360086699540295
3561,6483975,"['14F05', '14J29', '18E30']",['14F05'],"['18E30', '14F05', '16G20', '16D90', '16E30', '16E35', '16G70', '14J28', '13D09', '20C05']","['14F05', '14J29', '14J25', '14J10', '14L30', '14E20', '14E15', '14C25', '14C15', '14J15']",0.36207489823929484,0.5905187245598237,0.8189625508803525,0.36207489823929484,0.39682788553726894
3562,6483977,"['11E12', '11E04']","['11E12', '11E04']","['15A63', '14H52', '11E25', '11G05', '11E16', '15A66', '13C99', '14G05', '13C13', '13F20']","['11H06', '11E16', '11B39', '11E12', '11H31', '57M25', '11E57', '11R20', '11R52']",1.0,0.0,0.19040818260962875,0.0,0.44211410869774026
3563,6483980,"['22D10', '37A20', '03E15', '43A07']","['22D10', '03E15', '22D25', '37A20']","['17B10', '17B37', '22E46', '81R50', '17B50', '20G05', '20C15', '46L05', '15A09', '06B15']","['46L10', '54H11', '22A05', '46L05', '46-02', '20Kxx', '22D10', '22D30', '37A20', '46L35']",0.7806592686210988,0.0,0.2929938160613759,0.0,0.23324733907673892
3564,6483981,"['60H15', '47H05', '47J05']","['60H15', '35R60', '47H05']","['60H15', '35R60', '65C30', '60H10', '60H35', '60F10', '60H07', '60G15', '37H10', '60H05']","['46E35', '46-02', '35-02', '34G20', '34G25', '47H05', '47H06', '47H20', '47J35', '35K58']",0.7241497964785897,0.36207489823929484,0.2579473620484852,0.0,0.45992135050394145
3565,6484139,"['14N10', '57R22', '57R45', '14H20', '55R55', '57R20']","['14N10', '14H20', '55R55', '57R20', '57R22', '57R45']","['14N10', '14N35', '14N15', '14T05', '14M25', '14M15', '81T40', '14N20', '52B20', '14C17']","['14N10', '58K60', '14H50', '14H20', '14H60', '55-02', '58-02', '58A12', '57R20', '55N05']",0.937982215998998,0.2540911172962417,0.44001125306835365,0.2540911172962417,0.21189107634739465
3566,6484144,"['33D45', '33D15', '42C05']",['33C45'],"['33D45', '33D20', '33C20', '11L05', '42C05', '33C45', '33C47', '41A21', '41A10', '41A55']","['33C45', '33C05', '22E46', '16S30', '15A29', '15B05', '33D45', '33D05', '42A65', '30E05']",0.0,0.5021445890523271,0.1206916327464316,0.36207489823929484,0.24645589549829727
3567,6484147,['46B28'],"['46B28', '46B20']","['46B15', '46E15', '46B04', '46B85', '54E35', '46B28', '47L20', '46B20', '46A32']","['46B28', '46B80', '46B04', '46B10', '46B25', '46B03', '46B15', '41A65', '47B06', '46B99']",1.0,0.3562071871080222,1.0,1.0,0.31546487678572877
3568,6484149,"['81Q10', '81Q05', '81S05', '47B25']","['47A10', '47B35']","['47A10', '15A18', '58J50', '35P05', '47E05', '47F05', '35J10', '81Q10', '34L40', '47A55']","['47-02', '46-02', '47N50', '81U10', '81Q20', '37N20', '37J40', '47B25', '81Q10', '81Q05']",0.0,0.09881325389643004,0.3741929615459317,0.3132306040001605,0.5662419185173684
3569,6484220,"['35J70', '35B65']","['35J47', '35B65', '35J62', '49N60']","['35J60', '35J55', '47J30', '35R05', '35J25', '65N30', '65L10', '65N15', '65N55', '65M06']","['49J40', '35J50', '49-02', '49N60', '49N15', '35-02', '35J20', '35B65', '35J47', '35J62']",0.5578858913022597,0.0,0.27894294565112987,0.0,0.22632530800565134
3570,6484221,"['35L20', '35L05', '35B65']","['35L20', '35B65']","['35J25', '35L20', '35B40', '35B41', '35B45', '35B05', '35J65', '92D25', '35L70', '35D30']","['49Q10', '35L05', '49N60', '46-01', '47-01', '35-01', '46E35', '46N20', '47F05', '35P25']",0.5905187245598237,0.22844382632052884,0.4568876526410577,0.0,0.3048208845231932
3571,6484224,"['34C07', '34C05', '34A34']","['34C07', '34C23', '37C27', '44A60']","['34C25', '34C05', '34A34', '37C60', '34C07', '37C27']","['34C05', '34C25', '34C07', '34C08', '34-02', '37F75', '34A26', '32S65', '34M50', '34M35']",0.36207489823929484,0.7779947925737373,0.9051872455982372,0.9525936227991185,0.4993590893138762
3572,6484231,"['35Q35', '35B40', '35B65', '76W05']","['35Q35', '35A01', '35B40', '35B44', '35B65', '76W05']","['35Q35', '35D35', '76W05', '35D30', '35Q55', '35Q53', '35P25', '35L15']","['35Q35', '35D30', '35L60', '76W05', '35B53', '35K55', '35A01', '35A02', '35B44', '35Q60']",0.8592103388365983,0.4698459060002408,0.44813168241419965,0.35424180979294034,0.19495415147614034
3573,6484232,"['35Q20', '35Q30', '76D05']","['35Q20', '35A09', '35F25']","['76P05', '82C40', '35Q20', '82B40', '35Q35', '82C70', '45K05', '65R20', '82C80', '35Q99']","['76M28', '76P05', '76M35', '35L65', '35F20', '82C40', '35B40', '35F15', '76F99', '35Q20']",0.36207489823929484,0.18103744911964742,0.10466311757360869,0.18103744911964742,0.11422191316026442
