,de,mscs,keyword_mscs,refs_mscs,keywords_DCG,refs_DCG
7023,6573796,['31A25'],"['31A25', '35J05', '65N30', '65N15', '65N12', '65F10', '65N06', '65N35', '65N22', '35J25']","['31A25', '30E25', '35J05', '35J08', '35J25', '35C15', '31A10', '35A08', '35F15']",,
7024,6573797,"['39A20', '26E50', '39A22', '39A30']","['34B18', '34B15', '34B16', '47N20', '34B10', '39A11', '35B09', '35J60', '35J65', '39A20']","['37N25', '39A60', '39A30', '92D25', '37M05', '39A22', '39A11', '26E50', '37E05', '37C75']",0.0,0.36009307028393744
7025,6573798,"['30C45', '30C55']","['30C45', '30E25', '30C50', '41A05', '30C80', '65E05', '30E20', '65D32', '30D15', '30A10']","['30C35', '30C45', '30C20', '30C50', '30C55', '30A10', '30C80', '33C10']",,
7026,6573799,['47B33'],"['34C07', '34C05', '34C23', '37G15', '34C37', '34C08', '37G10', '34C25', '37C10', '47A16']","['40H05', '40J05', '46N99', '40-01', '40C05', '46-01', '46A45', '42A20', '46B45', '46A25']",,
7027,6573800,"['42A16', '40C05', '40G05']","['42A16', '40C05', '40G05', '41A10', '41A50', '65M20', '65M70', '35K90', '41A15', '41A30']","['42A10', '41A25', '42A24', '42C10', '40G05', '42C05', '41A10', '42B05', '42B08']",1.0,0.0
7028,6573801,"['47A05', '47A60', '47A64', '47-02']","['47A05', '47A60', '47A64', '47-02', '47A63', '26A51']","['47L07', '46A40', '15A69', '15B57', '15-02', '15A45', '15A15', '15A18', '15A42', '15A60']",0.8154648767857288,0.0
7029,6573802,"['26D15', '26A51']","['26D15', '26A51', '26D10']","['26D15', '33-00', '00A20', '00A22', '65A05', '65Dxx', '62Q05', '44A10', '11M06', '11B68']",,
7030,6573803,['41A10'],"['41A10', '42C40', '42B05', '42B35', '42A24', '42A50', '42A20', '40A10', '40G05', '42A10']","['41-02', '41A10', '41A17', '41A25', '42C10', '42C05', '40G05', '42-02']",,
7031,6573804,['47A57'],"['47A57', '62E10', '15B52', '60E05', '11M06', '62E15', '60E15', '62G30', '44A60', '33C45']","['41A28', '41A36', '45P05', '47G10', '41A25', '41A35', '41A30', '41A15', '41A50', '47E05']",,
7032,6573805,"['26A24', '26A42']","['26A42', '26A24', '26D15']","['39B22', '39-02', '26A24', '26A42', '39B42', '26D15', '30D05', '39B32', '26A06', '58C20']",,
7033,6573806,['11M26'],"['26D15', '26D10', '39A12', '26D99', '65D30', '35L70', '35B40', '34B15', '33C15', '26D07']","['11M06', '11M26', '11Y35', '11Z05', '11N05', '11Y70']",,
7034,6573807,"['20B15', '20B05']","['20B15', '20B05', '20D60', '20E28', '20B25', '20B35', '20G40', '20D05', '20G05', '20D06']","['20B05', '20B10', '20B20', '20B15', '20B25', '20D05', '20D06', '20D08', '20D30', '20E28']",,
7035,6573808,"['05A15', '05A19', '11B39']","['05A15', '05A19', '11B39', '15B05', '11B05', '11A15', '15B36', '05A40']","['05A05', '05A10', '05A15', '05A19', '05C05', '15B57', '11B39', '60G50', '11B73', '15A15']",1.0,0.5
7036,6573809,"['05C78', '05C40']","['05C78', '05C40']","['05C78', '05C25', '05C10', '05C99', '05-02']",,
7037,6573810,"['05C25', '06A07']","['05C25', '06A07']","['13A99', '05C15', '05C99', '13M99', '06A12', '06A06', '06A07', '05C62', '05C25', '05C38']",,
7038,6573885,"['05C20', '05C45']","['05C20', '05C45', '05C38']","['05-01', '05Cxx', '05-02', '05C20', '05C40', '05C45', '05C85', '05C70', '05C38', '05C35']",,
7039,6573900,['32W20'],"['32W20', '32Q20', '32U05', '32Q15', '35J70', '32J27', '35K96', '53C44', '53B35', '35J96']","['31C10', '35Q99', '35J25', '01A70', '32W20', '32U05', '35J60', '58J60', '53C55', '32U15']",,
7040,6573950,"['92C45', '92C40']","['92C45', '92C40', '34A45', '34A25', '35Q35', '35A35']","['35A25', '76M25', '76D10', '34A45']",,
7041,6573953,"['93D20', '93C05', '93C55']","['39A11', '39A20', '34K20', '92D25', '92B20', '34D23', '34K25', '34D05', '34K60', '93D20']","['93-02', '93C23', '93B12', '34K20', '93D05', '93C05', '93C15', '15A39', '93D09', '93C10']",0.0,0.38685280723454163
7042,6573960,"['35C07', '35C05', '35G25']","['35C07', '35C05', '35G25', '35Q53', '35Q51', '35A24', '35C09', '35C11', '35B30']","['35Q51', '35C07', '35C08', '35C09', '35A24', '65M70']",1.0,0.0
7043,6573968,"['93D20', '93B36', '37N35', '93C15']","['34K20', '34D20', '93D20', '39A11', '65L20', '45M10', '34D05', '35B35', '65L05', '34K40']","['34A99', '34A12', '93B10', '93C05', '15A09', '93-02', '49J15', '49K15', '93B05', '93B07']",0.0,0.0
7044,6573976,"['86A05', '60K20']","['86A05', '60K20']","['76M35', '86A05', '60K10', '62J05', '60K20', '60K15', '60G35', '60G55', '60K05']",,
7045,6573982,"['93D20', '93B36', '93B07', '93C05']","['93D20', '93B36', '93B07', '93C05']","['93B50', '93B40', '93D99', '15A23', '93E11', '93B51', '93D05', '93C15', '93C05', '49-01']",0.8154648767857288,0.0
7046,6574036,"['34D05', '34C15', '34D20']","['93C10', '65H10', '93B51', '93C40', '93D15', '93C73', '93B30', '93C42', '93D21', '92B20']","['93B51', '93B52', '93D05', '93D15', '34D20', '35H10', '93-02', '93D30', '93D20', '34A60']",0.0,0.0
7047,6574075,"['35J62', '31C15']","['35J62', '35J60', '35J92', '35J65', '35B09', '35B45', '58E05', '35B65', '35J20', '35D05']","['46E35', '31-02', '46-02', '31C45', '31B15', '31C15', '30E10', '35J65', '35R05', '35J70']",,
7048,6574076,"['14P15', '26D20', '32B20']","['03C64', '32B20', '03C60', '32U35', '20A15', '20E99', '14P15', '26D20', '03C68', '03C65']","['14Pxx', '14-01', '12J15', '14-02', '11E81', '14F05', '19E99', '19G12', '32C05', '55R50']",0.3333333333333333,0.0
7049,6574078,"['14J26', '14J60']","['14J60', '14F05', '16G60', '14J26', '13C14', '14J45', '14M12', '13C40', '13D07', '14M20']","['14H51', '13D02', '14J28', '14J60', '14Hxx', '14-02', '14C20', '14K25', '14C22', '14H45']",,
7050,6574079,"['35B45', '35J92', '42B20', '42B37']","['35B45', '35J92', '42B20', '42B37', '35J25', '35B65']","['35J92', '35B65', '42B20', '35D30', '35J15', '35J60', '35B45', '35R05', '42B25', '35B27']",0.8154648767857288,0.31546487678572877
7051,6574080,"['14H10', '20C30', '14D22']","['14H10', '14N10', '14H51', '14N35', '14D22', '14H20', '14K10', '14C17', '14C25', '14H52']","['14H10', '20C30', '14M25', '14D22', '14C17', '14E30', '18D10', '14H55', '18G99', '53Z05']",0.0,1.0
7052,6574081,"['35J30', '31B05']","['35J30', '31B05', '53D40', '53D12', '53D18']","['35-02', '35J65', '35B45', '35J25', '35B50', '35B05', '47H10', '58E12', '53C15', '53C40']",,
7053,6574082,"['42B20', '42B25']","['42B20', '42B25', '42C10']","['42B20', '42B25', '42B30', '42B35', '46E30', '47G10', '26D15', '46E35', '30L99', '47B38']",,
7054,6574085,"['14H10', '14D10', '14C20']","['14H10', '14C20', '14G15', '53A04', '14D10', '14J25', '14D06', '14G10', '11G40', '14H20']","['14-01', '14Jxx', '14-02', '14J17', '14D06', '14J10', '14E25', '14J29', '14C20', '14Axx']",0.43067655807339306,0.0
7055,6574086,"['20B15', '20D05']","['20B15', '20B05', '20G40', '20D60', '20F05', '20B10', '20B22', '20B07', '20D05', '20C15']","['20D05', '20G40', '20P05', '20D60', '20D20', '68W30', '20E28', '20B05', '20B20', '05A15']",,
7056,6574087,"['52C10', '42B10', '51D20', '97F60']","['52C10', '42B10', '51D20', '97F60', '05C10', '05C12', '05C35']","['52C10', '52C30', '51E99', '11B30', '11T30', '11T23', '52C35', '11B75', '05D10', '11P55']",0.8154648767857288,0.0
7057,6574091,"['42C10', '33E10', '34L10', '41A30']","['34B24', '47E05', '34A55', '34L40', '34L05', '34L10', '34B45', '34B20', '34L15', '34L20']","['33-02', '33B15', '33Cxx', '33Dxx', '26D07', '42C05', '42C10', '65L70', '41A60', '65L15']",0.19342640361727081,0.0
7058,6574092,"['42B20', '42B35', '46E30', '47B38']","['42B20', '42B25', '42B35', '42B10', '46E30', '47B38', '47G10', '42B30']","['42B20', '42B25', '42B35', '42-01', '42B15', '42B10', '47A30', '47B38', '42B30', '49-02']",0.5308031558224253,0.31546487678572877
7059,6574094,"['42B20', '42B35', '42B25', '42B15', '42B30']","['42B20', '42B25', '65D32', '41A55', '42B35', '42B30', '30E20', '65R20', '47G10', '42B15']","['31C45', '31C15', '46E35', '47B38', '46E30', '42B20', '42B30', '35J15', '35B45', '35B65']",0.47689218602446437,0.0
7060,6574202,"['55M20', '54H25']","['55M20', '54H25', '57M10', '57M12', '54F15', '57M05', '55Q05', '14H30']","['55M20', '57M25', '57N75', '55-01', '55Nxx', '55Pxx', '55Qxx', '57N99', '54H25', '14H30']",,
7061,6574205,"['18D10', '20J06', '18D35', '20L05']","['18D10', '20J06', '18D35', '20L05']","['18F99', '18G55', '18D15', '20F28', '55U99', '55P15', '57M10', '55Q05', '22A05', '22A22']",0.8154648767857288,0.0
7062,6574206,"['46J10', '46E40']","['46J10', '46E40', '46J20', '32M15', '46J15', '43A85', '32A38', '46A55', '30D50']","['47B38', '46E10', '54C35', '46H40', '46-02', '46Hxx', '46-XX', '47B33', '46E40', '46J10']",,
7063,6574786,"['54A15', '54A40', '54B30', '54E05', '54E15']","['03E72', '94D05', '81P10', '54A40', '03G12', '28E10', '08A72', '06C15', '60D05', '06D35']","['54A40', '54E05', '54E15', '03E72', '54A15', '54A05', '60B99', '54E35', '03B50', '06B23']",0.16666666666666666,0.3333333333333333
7064,6574791,['54A40'],"['54A40', '54H25', '54E70', '54E35', '47H10', '54E40', '03E72', '54E50', '49J40', '46N10']","['54A40', '54E35', '54H25', '54E70']",,
7065,6575130,"['34L25', '81U40', '81U20', '34L40', '34A55']","['35R30', '35P25', '81U40', '78A46', '34L25', '35J05', '34A55', '78A45', '65Z05', '34L40']","['35P25', '35G10', '35K25', '45K05', '35A22', '35-02', '35Q99', '35J10', '76B25', '35-01']",0.2103099178571525,0.0
7066,6575132,"['30E05', '42A70', '44A60', '47A57', '93A30']","['44A60', '30E05', '47A57', '33C45', '42C05', '41A55', '47A56', '65F30', '11J81', '30D15']","['93B29', '93E12', '30E05', '42A15', '58C99', '93B28', '65D05', '93B35', '60G35', '62M15']",0.2103099178571525,0.0
7067,6575136,"['20N05', '20A05']","['20N05', '20A05']","['20N05', '20N15', '06-02', '08-02', '06Exx', '08Bxx', '08A05', '08A35', '08B05', '08B10']",,
7068,6575137,"['32S25', '32S10', '14J17', '14B05']","['16W25', '16N60', '16W20', '16R50', '17B40', '16U80', '16W10', '16U70', '47B47', '16S36']","['32S25', '32S10', '14J17', '14B05', '32S50', '13E10', '14D06', '13N15', '55R20', '57T15']",0.0,0.8154648767857288
7069,6575139,['20C15'],"['20C15', '16W22', '16K50', '20C20', '20C05', '20D10', '19A22', '16W50']","['20C15', '20C25', '20G05', '20J05', '20C05', '16P10', '16S20', '16W50', '16-01', '16K20']",,
7070,6575141,"['22E40', '20G30']","['22E40', '20G30', '57M25', '57M10', '20H10']","['22E40', '11F72', '22E10', '22E15', '22E60', '22-02', '22E46', '20G15', '22E45', '22C05']",,
7071,6575142,"['14L05', '14F30']","['14L05', '14F30']","['14L05', '14F30', '14F20', '14G10', '14-02', '11S31', '14L15', '14G22', '11S80', '30G06']",,
7072,6575143,"['16R10', '16R50', '16T05']","['16R10', '16Rxx', '16N60', '16R50', '16P90', '15A30', '17B01', '17C05', '20M25', '16W10']","['16R10', '16R30', '16-02', '16P90', '16W55', '16N20', '15A75', '16R50', '16W50', '16R20']",0.5,0.3333333333333333
7073,6575144,"['16R10', '16R30', '16R50', '16W50']","['16R10', '16R20', '16R30', '16R50', '16W50', '15A75', '20C30', '16P90', '17B01', '05E10']","['16R50', '16W50', '16R10', '16P90', '05E10', '20C30', '16W55', '16S50', '16K20', '05A16']",0.5654648767857288,0.0
7074,6575147,"['16S35', '14A22', '16S38', '16W22']","['16T05', '17B37', '16S35', '14A22', '16S38', '16W22', '46L65', '16T20', '16T15', '16W30']","['14A22', '16W50', '51A99', '16E10', '16W60', '16Exx', '16D70', '16P40', '16D40', '16P10']",0.46533827903669656,0.0
7075,6575148,"['20G05', '20G40', '05E10']","['20G40', '20G05', '20C30', '20C20', '20D60', '20C08', '05E10', '20C33', '17B37', '20M20']","['20G05', '20G40', '20C33', '20C30', '20C20', '05E10', '20C05', '20-02', '20C15', '20D10']",0.0,1.0
7076,6575149,"['13D40', '14H60', '13H15']","['14J60', '14F05', '14J26', '14J10', '14H60', '14J25', '14D20', '14H45', '13D40', '13H15']","['13D45', '13C14', '13C20', '13D40', '13F20', '13H05', '13H99', '13E05', '14M25', '14F05']",0.43067655807339306,0.0
7077,6575170,"['54H20', '37A05']","['54H20', '37A05', '03E15', '54H05', '60B10', '54E50', '06B35', '28A05', '03E40', '54H11']","['37A15', '28D15', '03E15', '54H05', '37A05', '28D05', '28D10', '37A35', '28D20', '37B10']",,
7078,6575174,"['35S05', '22E30']","['35S05', '22E30', '43A30', '22E15', '22E46', '57S15', '55R35', '43A22', '22C05']","['47B10', '35S05', '43A75', '22E30', '47B06', '35-02', '35Sxx', '58J40', '53D05', '47G30']",,
7079,6575177,"['28A50', '28A80']","['46E35', '46E30', '41A63', '65R20', '26D10', '41A15', '35J25', '41A55', '42C40', '42B25']","['28A80', '60J60', '60D05', '60G57', '60-02', '60G50', '60J65', '60G18', '60J35', '81-02']",,
7080,6575178,"['42B30', '42B35', '42C10', '42C05', '42B25', '33C10']","['42B30', '42B20', '42B25', '30D55', '42B35', '32A35', '30H10', '42C10', '46E30', '47B38']","['42A15', '46E30', '42A63', '42C10', '33C10', '34L99', '41A30', '44A15', '42B30', '42B20']",0.348734911244546,0.125
7081,6575179,"['28A78', '42B10']","['28A78', '68Q15', '03D15', '42B10', '20M35', '68Q70', '20M05', '42B25', '26A24', '26A99']","['11B75', '28A80', '60D05', '28A78', '43A46', '11J83', '11B05', '11B25', '43A25', '28C10']",,
7082,6575185,"['42C05', '42A65', '28A78', '28A80']","['42C05', '42A65', '28A78', '28A80', '42C40', '42C15', '11S85', '42C30', '46B15']","['42C05', '28A80', '42C20', '42A65', '42B05', '42C30', '28A78', '42C15', '60G42', '46C99']",0.8154648767857288,0.42810359355401106
7083,6575186,['47A16'],"['47A16', '47B33', '47B38', '47D09', '32H50', '47B37', '43A15', '37C85', '46E20', '32M17']","['47A65', '47A16', '47B37', '47-01', '47-02', '47A15', '47A35', '37A25', '47A11', '46A04']",,
7084,6575193,"['46L52', '46L51', '47A30', '46L89']","['46L52', '46L51', '47A30', '46L89', '46L53', '42B15', '42A45', '42B25', '42B20', '42B35']","['42-01', '42A38', '42A20', '42A24', '46L65', '42B05', '42B20', '42B25', '42B30', '46L52']",0.8154648767857288,0.0
7085,6575194,"['47B35', '30H05', '30C85', '47A15']","['47B35', '32A36', '30H20', '47L80', '47A53', '47B10', '47B20', '46J15', '47B33', '47A68']","['30H20', '47B38', '30H05', '30C85', '47A15', '46E15', '41A05', '30E05', '55N35', '57R30']",0.0,0.5654648767857288
7086,6575195,"['90C27', '90C57']","['15B48', '15A23', '90C22', '05C50', '90C27', '90C57', '15A03', '44A60']","['15B48', '15A03', '15-02', '15A23', '15B51', '90C20', '90C22', '90C27', '90C35', '90C26']",,
7087,6575205,"['90C29', '90C59']","['26A51', '26B25', '90C29', '90C59', '39B82', '39B62', '52A27', '49J45', '52A21', '52A40']","['90C30', '49M37', '49N15', '90C20', '90C33', '90C29', '49J40', '90C26', '47J20', '26B25']",,
7088,6575209,['90C30'],"['90C30', '65K05', '49M30', '90C29', '49J52', '65K10', '91B30', '90C25', '74S30', '74P10']","['49M30', '49M37', '90C30', '49J52', '90C25', '26B05', '90C56', '47H20', '35K55', '90C26']",,
7089,6575306,"['90C46', '26B25', '90C26', '90C30']","['26B25', '90C26', '52A01', '90C29', '90C46', '90C30', '26A51', '54C65', '54C60', '90C48']","['90C30', '26A51', '90C26', '90C48', '90C46', '26B25', '39B62', '90C25', '90-02', '49-02']",0.5,0.5088912804029996
7090,6575308,"['90C47', '90C46', '90C20']","['90C47', '90C46', '90C20', '65K05']","['90C90', '90C26', '90C25', '90-02', '90C47', '90C31', '90C46', '49K30', '49N15', '90C30']",1.0,0.3562071871080222
7091,6575309,"['90C33', '90C31']","['90C33', '90C31', '65K05', '49J40', '65K10', '49M15', '90C51', '47H04', '47N10']","['90C20', '90C30', '90C05', '90C99', '76A99', '65N06', '76M99', '90C33', '74K10', '91B50']",,
7092,6575342,"['35Q35', '76X05', '35Q60', '35B65', '35L65']","['35Q35', '76X05', '35Q60', '35B65', '35L65']","['76X05', '76Y05', '35Q35', '35B40', '35B65', '76-01', '82D10', '82D37', '78A35', '82C70']",0.7103099178571526,0.14355885269113103
7093,6575343,"['49Q15', '49Q20', '49N60']","['49Q15', '49Q20', '49N60', '49Q05', '49Q10', '53A10', '53C42']","['49-02', '49N60', '49Q20', '49Q15', '49Q05', '37J55', '54E40', '53A10', '28-02', '28A75']",1.0,0.6309297535714575
7094,6575344,"['49Q15', '49Q20', '49N60']","['49Q20', '49Q15', '49N60', '49Q05', '49Q10', '53A10', '53C42']","['49-02', '49N60', '49Q20', '34-02', '34A12', '34A30', '34C05', '34C25', '34D20', '37J55']",0.0,0.6309297535714575
7095,6575345,"['14F05', '14N15', '18E30']","['14F05', '14N15', '18E30', '20G05', '17B37', '32C38', '16G20', '14M15', '14F10']","['14F05', '14F40', '18F20', '14-02', '14G15', '14C30', '17B37', '81R50', '17-02', '81-02']",1.0,0.0
7096,6575346,"['14C30', '14D07', '14H55', '32S35', '37A20']","['37A45', '47A35', '37A30', '28D05', '60G10', '28D20', '37A99', '37A25', '22E40', '11K55']","['37D40', '32G15', '14C30', '14A20', '14H99', '22E50', '22F10', '37C85', '22D40', '57R30']",0.0,0.0
7097,6575347,"['53C44', '53A05']","['53C44', '35K55', '58J35', '53A10', '53C42', '53C21', '35B40', '53A07', '53A05', '53D12']","['53C22', '53C70', '53-02', '49Q20', '53C25', '53C44', '53C42', '53E10', '53A10', '35J05']",,
7098,6575472,"['20F65', '20F28', '20E05', '57M07']","['20E05', '20F05', '20E36', '20F65', '20F10', '20F28', '20E07', '20E06', '57M07', '20E08']","['53C23', '57M50', '57M07', '20F28', '20E36', '20E05', '20F65', '20E07', '20F34', '20E08']",0.19342640361727081,0.4434264036172708
7099,6575474,"['58C30', '14F40', '58A14']","['14J28', '14F20', '11F75', '14G15', '14G35', '14D05', '58C30', '14F40', '58A14', '14G10']","['58J20', '53C20', '58J99', '58J10', '14F40', '14F43', '58-02', '15A66', '58J05', '58J32']",0.3333333333333333,0.43067655807339306
7100,6575475,"['53C20', '53C21', '57S15']","['53C20', '53C21', '57S15', '53C22', '53C23', '53C70', '53C45', '53C30', '57M25', '57M60']","['57S25', '57S15', '57S30', '57-02', '57S10', '54H15', '53C20', '53-02', '53C30', '58E10']",1.0,0.0
7101,6575476,"['53A05', '53C21', '53C42', '35Q51', '58J72']","['65D17', '53A05', '65D05', '41A63', '05C10', '65D07', '65D10', '53A04', '57M99', '41A15']","['53A10', '53A05', '53C40', '53C50', '58J72', '53A35', '37K35', '53A40', '53B30', '53A07']",0.0,0.0
7102,6575479,"['53C50', '53C30', '22E25', '22E46']","['53C50', '53C30', '22E25', '22E46', '22E43', '53C25', '53C20']","['53C21', '53B21', '53C25', '53C30', '53C50', '22E15', '53C20', '53C22', '53C15', '53B30']",0.8154648767857288,0.25
7103,6575480,"['14M15', '14M27']","['14M15', '22E46', '20G05', '20G20', '14L30', '17B10', '14M17', '14F05', '14L24', '32A37']","['14M27', '20G15', '14B05', '14E15', '14F43', '14L30', '55N91', '14B15', '14L24', '14M17']",,
7104,6575482,"['53C30', '53C35', '53C44', '17A36', '17B40']","['53C30', '53C35', '53C44', '17A36', '17B40', '57T15']","['53C30', '53C44', '37C10', '34C05', '14P05', '53C35', '17B40', '53-02', '53C25', '53C55']",0.7103099178571526,0.46228426907818054
7105,6575484,"['32L05', '32Q99']","['32L05', '32L10', '14J60', '32Q99', '14F05', '53C55', '53A15', '53C56', '32E10', '46G20']","['14-02', '14C30', '14H55', '32J25', '53C20', '57R40', '53A30', '57R20', '53C05', '32J15']",,
7106,6575502,"['54B40', '06B35', '68Q55']","['06D35', '03G25', '54B40', '06B35', '68Q55', '03G12', '06F25', '81P10', '06F35', '03B60']","['68Q55', '03B70', '06B35', '54E35', '97I99', '03E72', '06F07', '18B99', '18D20', '51-00']",0.5,0.6309297535714575
7107,6575503,"['54B30', '06F07', '18A32', '54A40', '18B30']","['16D90', '18A40', '55U35', '18E30', '54A40', '16T15', '16E30', '16W30', '18E10', '03B45']","['18-01', '08C05', '08C15', '08B99', '18A35', '08-02', '18-02', '06B15', '54A40', '54B10']",0.14355885269113103,0.10515495892857625
7108,6575507,"['54B30', '06F07', '18C15', '18D05', '18D20']","['18D05', '18C15', '18D20', '18D10', '18C20', '18G55', '18A32', '18A35', '18G30', '55U35']","['46L05', '46-02', '46L10', '18F20', '18A35', '18B99', '06F05', '46M99', '54B30', '18C15']",0.3333333333333333,0.0
7109,6575513,"['46B04', '46B20', '47A99', '46B25']","['47J25', '65J15', '45N05', '45G10', '47H10', '47H09', '45J05', '39B52', '39B82', '34G20']","['46B04', '46B20', '46B28', '46E15', '47A58', '46B22', '46B99', '46G10', '46E40', '46J10']",0.0,0.5
7110,6575516,"['43A25', '43A45', '22D15']","['16S34', '20C05', '20C20', '20C07', '43A20', '16Nxx', '20D15', '20C15', '22D15', '16U60']","['43A05', '31-02', '43A20', '43A35', '31C05', '45E10', '22D25', '46L70', '32M15', '43-02']",0.0,0.0
7111,6575660,"['35Q53', '35C07', '35C08', '35C09', '35B10']","['35Q53', '35C07', '35C08', '35C09', '35B10', '65N25', '65N12', '47F05', '35P15', '35Q35']","['65M70', '35R11', '35Q53', '35C10', '35Q55', '35Q51', '35-04', '35A20', '35C07', '83C15']",0.7103099178571526,0.10515495892857625
7112,6575663,"['92C99', '80A20', '92E20']","['92C99', '80A20', '92E20']","['92C50', '49N90', '49K15', '49J15', '49-02', '93-02', '60J60', '49L99', '93E20', '34-01']",1.0,0.0
7113,6575665,['35C08'],"['35C08', '15A24', '65F30', '15A09', '65F10', '15B57', '15A03', '15A21', '15B48', '15A45']","['37K10', '37K30', '35Q53', '35-01', '35Q51', '37J35', '58J72', '35Q15', '35Q58', '35R30']",,
7114,6575667,"['93E03', '34H10', '37N35', '93C73', '93A14', '93C40']","['93E03', '34H10', '37N35', '93C73', '93A14', '93C40']","['37D45', '37N35', '94C05', '37N99', '34D05', '34D23', '34C28', '93D21', '34C15', '93C40']",0.6404015779112127,0.25
7115,6575701,"['92C55', '78A70']","['53C38', '53C30', '53C42', '53C29', '53C10', '49Q15', '53A10', '92C55', '78A70', '53C28']","['94A12', '68U10', '62J07', '62-02', '94A08', '65F22']",,
7116,6575702,['35G30'],"['35Q30', '35B40', '35B10', '34B15', '76D05', '35K57', '35B65', '35Q35', '65N12', '35Q53']","['35Q35', '35G25', '58D05', '35B44', '35D35', '35L70', '35C20', '35L85', '76A99', '76B15']",,
7117,6575703,['92E20'],"['92E20', '35B41', '35K57', '35B40', '35K58', '35K20', '37L30']","['35K57', '92C15', '37N25', '35B32', '92E20', '92C45', '37L30', '35B41', '35B40', '35K55']",,
7118,6575709,"['05C82', '53C70']","['54H25', '47H10', '47J25', '47H09', '05C82', '53C70', '47H20', '54E40', '54E35', '51F99']","['57M05', '51M10', '05C63', '05C75', '53C23', '05C10', '57M07', '05C12', '05A20', '05C69']",,
7119,6575711,"['35Q55', '35C08', '35B32', '35A25', '37K50']","['35Q55', '35Q99', '35B40', '81Q05', '65M06', '65M12', '35Q53', '35B35', '35J60', '35P25']","['65M70', '35Q55', '35C10', '35C08', '37K40', '81Q05', '35A24', '78A60', '37K10', '35Q51']",0.0,0.16666666666666666
7120,6575713,['53C42'],['53C42'],"['53C50', '83C05', '83F05', '83C50', '53B99', '53B30', '53C42', '31B05', '53C20', '53C40']",,
7121,6575715,"['93C40', '93A14', '34H10', '93D05']","['93A14', '34H10', '93C40', '93D05', '93A15', '35L67']","['37D45', '37N35', '94C05', '93C15', '93B20', '93A14', '34H10', '93D05', '93C40', '34D06']",0.5,0.3715299971712819
7122,6575721,['35G31'],"['35G31', '60H15', '34A12', '60H10', '34B15', '47N20', '35A01', '35B40', '92D25', '34F05']","['35Q99', '35B40', '35B30', '42B10', '35K05', '76B15', '76B25', '35Q53', '35A05', '35D05']",,
7123,6575722,"['78A35', '83C22', '83C15', '85A15', '35Q85', '35Q60']","['78A35', '83C22', '83C15', '85A15', '35Q85', '35Q60']","['83C99', '35Q75', '76Y05', '85A05', '53B50', '35Q99', '83C55', '83C15', '83C57', '83C10']",0.6404015779112127,0.08333333333333333
7124,6575723,"['35Q53', '35C08', '37K10']","['35Q53', '35C08', '37K10', '35Q99', '37J35', '76B15', '35Q35', '35B40']","['35Q53', '37K10', '76B15', '70E17', '37K35', '35C08', '35Q99', '22E65', '17B65', '37J35']",1.0,0.38685280723454163
7125,6575724,"['35Q35', '76A05', '35D35', '80A20']","['76A05', '35Q35', '35D35', '80A20', '35B05', '76S05', '35K15', '35K55', '76M99']","['74A20', '74A99', '74D99', '76A05', '35Q35', '35D30', '76D05', '35A01', '76N10', '35Q30']",0.31546487678572877,0.25
7126,6575725,"['82B20', '82B27', '81P40']","['82B20', '60K35', '82B05', '82B27', '81P40', '82D40', '35Q55', '82D55', '35J60', '35R35']","['82B23', '82B20', '82B10', '82B27', '81P40', '82B44', '47N55', '33E17', '47B35', '58A50']",0.5,0.5
7127,6575727,"['34A08', '34A12', '47N20']","['65L05', '34A34', '34A12', '65L20', '65L06', '65L70', '65L50', '34G20', '45J05', '65L12']","['34A25', '26A33', '33E20', '33E30', '44A10', '44A20', '45E10', '34A30', '34A05', '34A08']",0.6309297535714575,0.0
7128,6575729,"['53B25', '53B30', '49Q10']","['53B25', '53B30', '49Q10', '35J60', '58E20', '35B40', '35K55', '49J20', '53C20', '49J45']","['01A75', '53A35', '53A04', '58E99', '74G65', '49S05', '53C42', '53C50', '53B30', '83C10']",1.0,0.31546487678572877
7129,6575733,"['34K60', '34K45', '34K50', '34K25', '92D25', '37C60']","['92D25', '92D40', '34D05', '34K25', '34C60', '34K60', '34C25', '35K57', '60J80', '92D30']","['34K60', '34K45', '34K20', '92D25', '34K25', '34K35', '34K14', '34C25', '92D40', '45M10']",0.125,0.4826691395183483
7130,6575734,"['35Q35', '37K35', '76B15', '76B25']","['35Q53', '37K10', '35Q99', '37J35', '76B15', '35Q35', '35B40', '35Q55', '37K35', '35A30']","['35-01', '35Q51', '37J35', '37K10', '35Q53', '58J72', '35Q15', '35Q58', '35R30', '35Q55']",0.3730707174295609,0.0
7131,6575738,"['83C57', '83-03', '01A60', '83C75', '83C10', '85A04', '83F05']","['83C57', '83C75', '83F05', '83C15', '83C47', '83C10', '83C05', '81T20', '80A10', '53C80']","['83C75', '83C57', '83C25', '83C05', '83-01', '83C15', '83C20', '53C80', '83F05']",0.2773705614469083,0.0
7132,6575739,"['35C07', '35B35', '35Q35', '35G35']","['35C07', '35B35', '35Q35', '35G35', '35Q53', '76B25', '34L15', '35P15']","['76B15', '35Q53', '35Q35', '76B25', '37C29', '34C99', '35Q51', '37K10', '35P25', '37K15']",0.8154648767857288,0.31546487678572877
7133,6575742,"['82-05', '82D80', '76-05']","['82-05', '82D80', '76-05', '76D05', '35Q30', '76M20', '76Q05']","['82D80', '80A20', '76F25', '80-05']",1.0,0.0
